Chr;Contig_name;Contig_length;Contig_start;Contig_end;ctg_start_sum;ctg_end_sum;Chromosome;Strand;Chromosome_9930;Start_9930;End_9930;Strand_9930;Chromosome_Gy14;Start_Gy14;End_Gy14;Strand_Gy14;Chromosome_blast_9930db;Chromosome_blast_gy14db;Chromosome_according_to_DARTseq_analysis;STC_sequence_id;Chromosome_according_to_FISH_analysis
ctg3908;ctg3908;13358;1;13358;1;13358;;;ctg3908;1;13358;+;ctg3908;1;13358;+;;;;;
ctg3909;ctg3909;31363;1;31363;1;31363;;;ctg3909;1;31363;+;Chr1_Gy14;15401262;15432624;+;;;;;
ctg391;ctg391;14641;1;14641;1;14641;;;ctg391;1;14641;+;Chr4_Gy14;16858363;16873003;+;;;;;
ctg3910;ctg3910;25766;1;25766;1;25766;;;ctg3910;1;25766;+;ctg3910;1;25766;+;;;;;
ctg3911;ctg3911;39422;1;39422;1;39422;;;ctg3911;1;39422;+;ctg3911;1;39422;+;;;;;
ctg3912;ctg3912;28785;1;28785;1;28785;;;ctg3912;1;28785;+;ctg3912;1;28785;+;;;;;
ctg3913;ctg3913;40210;1;40210;1;40210;;;ctg3913;1;40210;+;ctg3913;1;40210;+;;;;;
ctg3914;ctg3914;20770;1;20770;1;20770;;;ctg3914;1;20770;+;ctg3914;1;20770;+;;;;;
ctg3915;ctg3915;38815;1;38815;1;38815;;;ctg3915;1;38815;+;ctg3915;1;38815;+;;;;;
ctg3916;ctg3916;20233;1;20233;1;20233;;;ctg3916;1;20233;+;Chr7_Gy14;6469500;6489732;-;;;;;
ctg3917;ctg3917;21812;1;21812;1;21812;;;ctg3917;1;21812;+;ctg3917;1;21812;+;;;;;
ctg3918;ctg3918;10512;1;10512;1;10512;;;ctg3918;1;10512;+;ctg3918;1;10512;+;;;;;
ctg3919;ctg3919;12423;1;12423;1;12423;;;ctg3919;1;12423;+;ctg3919;1;12423;+;;;;;
ctg392;ctg392;15197;1;15197;1;15197;;;ctg392;1;15197;+;ctg392;1;15197;+;;;;;
ctg3920;ctg3920;8554;1;8554;1;8554;;;ctg3920;1;8554;+;ctg3920;1;8554;+;;;;;
ctg3921;ctg3921;22282;1;22282;1;22282;;;ctg3921;1;22282;+;ctg3921;1;22282;+;;;;;
ctg3922;ctg3922;18877;1;18877;1;18877;;;ctg3922;1;18877;+;ctg3922;1;18877;+;;;;;
ctg3923;ctg3923;30218;1;30218;1;30218;;;ctg3923;1;30218;+;ctg3923;1;30218;+;;;;;
ctg3924;ctg3924;21577;1;21577;1;21577;;;ctg3924;1;21577;+;Chr2_Gy14;17484593;17506169;+;;;;;
ctg3928;ctg3928;23686;1;23686;1;23686;;;ctg3928;1;23686;+;ctg3928;1;23686;+;;;;;
ctg3929;ctg3929;17317;1;17317;1;17317;;;ctg3929;1;17317;+;ctg3929;1;17317;+;;;;;
ctg393;ctg393;33359;1;33359;1;33359;;;ctg393;1;33359;+;ctg393;1;33359;+;;;;;
ctg3930;ctg3930;24184;1;24184;1;24184;;;ctg3930;1;24184;+;Chr2_Gy14;21880133;21904316;-;;;;;
ctg3931;ctg3931;39753;1;39753;1;39753;;;ctg3931;1;39753;+;ctg3931;1;39753;+;;;;;
ctg3932;ctg3932;16041;1;16041;1;16041;;;ctg3932;1;16041;+;ctg3932;1;16041;+;;;;;
ctg3933;ctg3933;15392;1;15392;1;15392;;;ctg3933;1;15392;+;ctg3933;1;15392;+;;;;;
ctg3934;ctg3934;30205;1;30205;1;30205;;;ctg3934;1;30205;+;Chr2_Gy14;18191677;18221881;-;;;;;
ctg3935;ctg3935;33327;1;33327;1;33327;;;ctg3935;1;33327;+;ctg3935;1;33327;+;;;;;
ctg3936;ctg3936;27617;1;27617;1;27617;;;ctg3936;1;27617;+;ctg3936;1;27617;+;;;;;
ctg3937;ctg3937;18181;1;18181;1;18181;;;ctg3937;1;18181;+;ctg3937;1;18181;+;;;;;
ctg3938;ctg3938;22565;1;22565;1;22565;;;ctg3938;1;22565;+;ctg3938;1;22565;+;;;;;
ctg3939;ctg3939;28372;1;28372;1;28372;;;ctg3939;1;28372;+;ctg3939;1;28372;+;;;;;
ctg394;ctg394;18365;1;18365;1;18365;;;ctg394;1;18365;+;ctg394;1;18365;+;;;;;
ctg3940;ctg3940;28353;1;28353;1;28353;;;ctg3940;1;28353;+;Chr4_Gy14;16683211;16711563;-;;;;;
ctg3941;ctg3941;64896;1;64896;1;64896;;;ctg3941;1;64896;+;Chr4_Gy14;14335187;14400082;-;;;;;
ctg3943;ctg3943;22693;1;22693;1;22693;;;ctg3943;1;22693;+;ctg3943;1;22693;+;;;;;
ctg3944;ctg3944;48754;1;48754;1;48754;;;ctg3944;1;48754;+;Chr2_Gy14;20818681;20867434;-;;;;;
ctg3945;ctg3945;11792;1;11792;1;11792;;;ctg3945;1;11792;+;ctg3945;1;11792;+;;;;;
ctg3946;ctg3946;18042;1;18042;1;18042;;;ctg3946;1;18042;+;ctg3946;1;18042;+;;;;;
ctg3947;ctg3947;10299;1;10299;1;10299;;;ctg3947;1;10299;+;ctg3947;1;10299;+;;;;;
ctg3948;ctg3948;17834;1;17834;1;17834;;;ctg3948;1;17834;+;ctg3948;1;17834;+;;;;;
ctg3949;ctg3949;17412;1;17412;1;17412;;;ctg3949;1;17412;+;ctg3949;1;17412;+;;;;;
ctg395;ctg395;13754;1;13754;1;13754;;;ctg395;1;13754;+;ctg395;1;13754;+;;;;;
ctg3951;ctg3951;20531;1;20531;1;20531;;;ctg3951;1;20531;+;ctg3951;1;20531;+;;;;;
ctg3952;ctg3952;16698;1;16698;1;16698;;;ctg3952;1;16698;+;ctg3952;1;16698;+;;;;;
ctg3953;ctg3953;27667;1;27667;1;27667;;;ctg3953;1;27667;+;ctg3953;1;27667;+;;;;;
ctg3954;ctg3954;39559;1;39559;1;39559;;;ctg3954;1;39559;+;ctg3954;1;39559;+;;;;;
ctg3955;ctg3955;22218;1;22218;1;22218;;;ctg3955;1;22218;+;Chr2_Gy14;25388625;25410842;+;;;;;
ctg3956;ctg3956;12633;1;12633;1;12633;;;ctg3956;1;12633;+;ctg3956;1;12633;+;;;;;
ctg3957;ctg3957;13029;1;13029;1;13029;;;ctg3957;1;13029;+;ctg3957;1;13029;+;;;;;
ctg3958;ctg3958;91812;1;91812;1;91812;;;ctg3958;1;91812;+;Chr2_Gy14;18865262;18957073;-;;;;;
ctg3959;ctg3959;27239;1;27239;1;27239;;;ctg3959;1;27239;+;Chr2_Gy14;18120609;18147847;+;;;;;
ctg3960;ctg3960;45375;1;45375;1;45375;;;ctg3960;1;45375;+;Chr4_Gy14;14289712;14335086;-;;;;;
ctg3963;ctg3963;20397;1;20397;1;20397;;;ctg3963;1;20397;+;ctg3963;1;20397;+;;;;;
ctg3964;ctg3964;11096;1;11096;1;11096;;;ctg3964;1;11096;+;ctg3964;1;11096;+;;;;;
ctg3965;ctg3965;12050;1;12050;1;12050;;;ctg3965;1;12050;+;ctg3965;1;12050;+;;;;;
ctg3966;ctg3966;22040;1;22040;1;22040;;;ctg3966;1;22040;+;Chr7_Gy14;9173830;9195869;+;;;;;
ctg3967;ctg3967;19343;1;19343;1;19343;;;ctg3967;1;19343;+;Chr2_Gy14;18339851;18359193;+;;;;;
ctg3968;ctg3968;19425;1;19425;1;19425;;;ctg3968;1;19425;+;ctg3968;1;19425;+;;;;;
ctg3969;ctg3969;36388;1;36388;1;36388;;;ctg3969;1;36388;+;ctg3969;1;36388;+;;;;;
ctg397;ctg397;16312;1;16312;1;16312;;;ctg397;1;16312;+;Chr2_Gy14;21660936;21677247;+;;;;;
ctg3970;ctg3970;14716;1;14716;1;14716;;;ctg3970;1;14716;+;ctg3970;1;14716;+;;;;;
ctg3971;ctg3971;39811;1;39811;1;39811;;;ctg3971;1;39811;+;ctg3971;1;39811;+;;;;;
ctg3972;ctg3972;36468;1;36468;1;36468;;;ctg3972;1;36468;+;Chr4_Gy14;17136576;17173043;+;;;;;
ctg3973;ctg3973;24228;1;24228;1;24228;;;ctg3973;1;24228;+;ctg3973;1;24228;+;;;;;
ctg3974;ctg3974;21723;1;21723;1;21723;;;ctg3974;1;21723;+;ctg3974;1;21723;+;;;;;
ctg3976;ctg3976;27361;1;27361;1;27361;;;ctg3976;1;27361;+;ctg3976;1;27361;+;;;;;
ctg3977;ctg3977;21988;1;21988;1;21988;;;ctg3977;1;21988;+;ctg3977;1;21988;+;;;;;
ctg3978;ctg3978;24722;1;24722;1;24722;;;ctg3978;1;24722;+;ctg3978;1;24722;+;;;;;
ctg3979;ctg3979;47319;1;47319;1;47319;;;ctg3979;1;47319;+;Chr4_Gy14;13401656;13448974;+;;;;;
ctg398;ctg398;16246;1;16246;1;16246;;;ctg398;1;16246;+;Chr2_Gy14;21000932;21017177;-;;;;;
ctg3980;ctg3980;6023;1;6023;1;6023;;;ctg3980;1;6023;+;ctg3980;1;6023;+;;;;;
ctg3981;ctg3981;12939;1;12939;1;12939;;;ctg3981;1;12939;+;ctg3981;1;12939;+;;;;;
ctg3982;ctg3982;12080;1;12080;1;12080;;;ctg3982;1;12080;+;ctg3982;1;12080;+;;;;;
ctg3983;ctg3983;35857;1;35857;1;35857;;;ctg3983;1;35857;+;ctg3983;1;35857;+;;;;;
ctg3984;ctg3984;18852;1;18852;1;18852;;;ctg3984;1;18852;+;Chr7_Gy14;7294483;7313334;-;;;;;
ctg3985;ctg3985;14300;1;14300;1;14300;;;ctg3985;1;14300;+;ctg3985;1;14300;+;;;;;
ctg3986;ctg3986;45310;1;45310;1;45310;;;ctg3986;1;45310;+;ctg3986;1;45310;+;;;;;
ctg3987;ctg3987;20616;1;20616;1;20616;;;ctg3987;1;20616;+;ctg3987;1;20616;+;;;;;
ctg3988;ctg3988;16717;1;16717;1;16717;;;ctg3988;1;16717;+;ctg3988;1;16717;+;;;;;
ctg3989;ctg3989;17233;1;17233;1;17233;;;ctg3989;1;17233;+;Chr4_Gy14;16735182;16752414;-;;;;;
ctg399;ctg399;19511;1;19511;1;19511;;;ctg399;1;19511;+;ctg399;1;19511;+;;;;;
ctg3991;ctg3991;21756;1;21756;1;21756;;;ctg3991;1;21756;+;ctg3991;1;21756;+;;;;;
ctg3992;ctg3992;16908;1;16908;1;16908;;;ctg3992;1;16908;+;ctg3992;1;16908;+;;;;;
ctg3993;ctg3993;52175;1;52175;1;52175;;;ctg3993;1;52175;+;ctg3993;1;52175;+;;;;;
ctg3994;ctg3994;31943;1;31943;1;31943;;;ctg3994;1;31943;+;ctg3994;1;31943;+;;;;;
ctg3995;ctg3995;14928;1;14928;1;14928;;;ctg3995;1;14928;+;ctg3995;1;14928;+;;;;;
ctg3997;ctg3997;16217;1;16217;1;16217;;;ctg3997;1;16217;+;Chr2_Gy14;27172288;27188504;-;;;;;
ctg3998;ctg3998;14755;1;14755;1;14755;;;ctg3998;1;14755;+;ctg3998;1;14755;+;;;;;
ctg3999;ctg3999;17944;1;17944;1;17944;;;ctg3999;1;17944;+;ctg3999;1;17944;+;;;;;
ctg40;ctg40;10622;1;10622;1;10622;;;ctg40;1;10622;+;ctg40;1;10622;+;;;;;
ctg4000;ctg4000;12446;1;12446;1;12446;;;ctg4000;1;12446;+;ctg4000;1;12446;+;;;;;
ctg4001;ctg4001;50217;1;50217;1;50217;;;ctg4001;1;50217;+;ctg4001;1;50217;+;;;;;
ctg4002;ctg4002;22740;1;22740;1;22740;;;ctg4002;1;22740;+;ctg4002;1;22740;+;;;;;
ctg4003;ctg4003;41638;1;41638;1;41638;;;ctg4003;1;41638;+;ctg4003;1;41638;+;;;;;
ctg4004;ctg4004;12735;1;12735;1;12735;;;ctg4004;1;12735;+;ctg4004;1;12735;+;;;;;
ctg4005;ctg4005;20477;1;20477;1;20477;;;ctg4005;1;20477;+;ctg4005;1;20477;+;;;;;
ctg4008;ctg4008;16169;1;16169;1;16169;;;ctg4008;1;16169;+;ctg4008;1;16169;+;;;;;
ctg401;ctg401;12737;1;12737;1;12737;;;ctg401;1;12737;+;ctg401;1;12737;+;;;;;
ctg4010;ctg4010;10710;1;10710;1;10710;;;ctg4010;1;10710;+;ctg4010;1;10710;+;;;;;
ctg4011;ctg4011;18341;1;18341;1;18341;;;ctg4011;1;18341;+;ctg4011;1;18341;+;;;;;
ctg4012;ctg4012;6911;1;6911;1;6911;;;ctg4012;1;6911;+;ctg4012;1;6911;+;;;;;
ctg4014;ctg4014;12038;1;12038;1;12038;;;ctg4014;1;12038;+;ctg4014;1;12038;+;;;;;
ctg4016;ctg4016;20703;1;20703;1;20703;;;ctg4016;1;20703;+;Chr2_Gy14;18221982;18242684;-;;;;;
ctg4017;ctg4017;16620;1;16620;1;16620;;;ctg4017;1;16620;+;ctg4017;1;16620;+;;;;;
ctg4018;ctg4018;17658;1;17658;1;17658;;;ctg4018;1;17658;+;ctg4018;1;17658;+;;;;;
ctg4019;ctg4019;10739;1;10739;1;10739;;;ctg4019;1;10739;+;ctg4019;1;10739;+;;;;;
ctg4020;ctg4020;12072;1;12072;1;12072;;;ctg4020;1;12072;+;ctg4020;1;12072;+;;;;;
ctg4021;ctg4021;10766;1;10766;1;10766;;;ctg4021;1;10766;+;ctg4021;1;10766;+;;;;;
ctg4022;ctg4022;8829;1;8829;1;8829;;;ctg4022;1;8829;+;ctg4022;1;8829;+;;;;;
ctg4024;ctg4024;11457;1;11457;1;11457;;;ctg4024;1;11457;+;ctg4024;1;11457;+;;;;;
ctg4025;ctg4025;14340;1;14340;1;14340;;;ctg4025;1;14340;+;ctg4025;1;14340;+;;;;;
ctg4026;ctg4026;53669;1;53669;1;53669;;;ctg4026;1;53669;+;Chr2_Gy14;23033497;23087165;+;;;;;
ctg4027;ctg4027;10409;1;10409;1;10409;;;ctg4027;1;10409;+;ctg4027;1;10409;+;;;;;
ctg4028;ctg4028;28229;1;28229;1;28229;;;ctg4028;1;28229;+;ctg4028;1;28229;+;;;;;
ctg4029;ctg4029;10259;1;10259;1;10259;;;ctg4029;1;10259;+;ctg4029;1;10259;+;;;;;
ctg403;ctg403;20525;1;20525;1;20525;;;ctg403;1;20525;+;ctg403;1;20525;+;;;;;
ctg4030;ctg4030;11717;1;11717;1;11717;;;ctg4030;1;11717;+;ctg4030;1;11717;+;;;;;
ctg4031;ctg4031;42577;1;42577;1;42577;;;ctg4031;1;42577;+;Chr1_Gy14;13811005;13853581;-;;;;;
ctg4032;ctg4032;25052;1;25052;1;25052;;;ctg4032;1;25052;+;ctg4032;1;25052;+;;;;;
ctg4034;ctg4034;20461;1;20461;1;20461;;;ctg4034;1;20461;+;ctg4034;1;20461;+;;;;;
ctg4035;ctg4035;8448;1;8448;1;8448;;;ctg4035;1;8448;+;ctg4035;1;8448;+;;;;;
ctg4036;ctg4036;20740;1;20740;1;20740;;;ctg4036;1;20740;+;ctg4036;1;20740;+;;;;;
ctg4037;ctg4037;16596;1;16596;1;16596;;;ctg4037;1;16596;+;ctg4037;1;16596;+;;;;;
ctg4038;ctg4038;16799;1;16799;1;16799;;;ctg4038;1;16799;+;ctg4038;1;16799;+;;;;;
ctg4039;ctg4039;20448;1;20448;1;20448;;;ctg4039;1;20448;+;ctg4039;1;20448;+;;;;;
ctg404;ctg404;12217;1;12217;1;12217;;;ctg404;1;12217;+;ctg404;1;12217;+;;;;;
ctg4040;ctg4040;35299;1;35299;1;35299;;;ctg4040;1;35299;+;ctg4040;1;35299;+;;;;;
ctg4041;ctg4041;16159;1;16159;1;16159;;;ctg4041;1;16159;+;ctg4041;1;16159;+;;;;;
ctg4042;ctg4042;27320;1;27320;1;27320;;;ctg4042;1;27320;+;ctg4042;1;27320;+;;;;;
ctg4043;ctg4043;32304;1;32304;1;32304;;;ctg4043;1;32304;+;ctg4043;1;32304;+;;;;;
ctg4044;ctg4044;20192;1;20192;1;20192;;;ctg4044;1;20192;+;ctg4044;1;20192;+;;;;;
ctg4047;ctg4047;29153;1;29153;1;29153;;;ctg4047;1;29153;+;ctg4047;1;29153;+;;;;;
ctg4048;ctg4048;9625;1;9625;1;9625;;;ctg4048;1;9625;+;ctg4048;1;9625;+;;;;;
ctg4049;ctg4049;12110;1;12110;1;12110;;;ctg4049;1;12110;+;ctg4049;1;12110;+;;;;;
ctg405;ctg405;21535;1;21535;1;21535;;;ctg405;1;21535;+;ctg405;1;21535;+;;;;;
ctg4051;ctg4051;21130;1;21130;1;21130;;;ctg4051;1;21130;+;ctg4051;1;21130;+;;;;;
ctg4052;ctg4052;25148;1;25148;1;25148;;;ctg4052;1;25148;+;ctg4052;1;25148;+;;;;;
ctg4053;ctg4053;9709;1;9709;1;9709;;;ctg4053;1;9709;+;ctg4053;1;9709;+;;;;;
ctg4054;ctg4054;27183;1;27183;1;27183;;;ctg4054;1;27183;+;Chr2_Gy14;16678081;16705263;-;;;;;
ctg4057;ctg4057;20788;1;20788;1;20788;;;ctg4057;1;20788;+;ctg4057;1;20788;+;;;;;
ctg4058;ctg4058;11283;1;11283;1;11283;;;ctg4058;1;11283;+;ctg4058;1;11283;+;;;;;
ctg4059;ctg4059;24990;1;24990;1;24990;;;ctg4059;1;24990;+;ctg4059;1;24990;+;;;;;
ctg406;ctg406;21335;1;21335;1;21335;;;ctg406;1;21335;+;ctg406;1;21335;+;;;;;
ctg4060;ctg4060;23922;1;23922;1;23922;;;ctg4060;1;23922;+;ctg4060;1;23922;+;;;;;
ctg4061;ctg4061;19205;1;19205;1;19205;;;ctg4061;1;19205;+;ctg4061;1;19205;+;;;;;
ctg4062;ctg4062;9670;1;9670;1;9670;;;ctg4062;1;9670;+;ctg4062;1;9670;+;;;;;
ctg4063;ctg4063;25297;1;25297;1;25297;;;ctg4063;1;25297;+;ctg4063;1;25297;+;;;;;
ctg4064;ctg4064;10415;1;10415;1;10415;;;ctg4064;1;10415;+;ctg4064;1;10415;+;;;;;
ctg4065;ctg4065;21364;1;21364;1;21364;;;ctg4065;1;21364;+;ctg4065;1;21364;+;;;;;
ctg4066;ctg4066;21962;1;21962;1;21962;;;ctg4066;1;21962;+;ctg4066;1;21962;+;;;;;
ctg4067;ctg4067;32754;1;32754;1;32754;;;ctg4067;1;32754;+;ctg4067;1;32754;+;scaffold76;;;;
ctg4068;ctg4068;7541;1;7541;1;7541;;;ctg4068;1;7541;+;ctg4068;1;7541;+;;;;;
ctg4069;ctg4069;20620;1;20620;1;20620;;;ctg4069;1;20620;+;Chr4_Gy14;12429690;12450309;+;;;;;
ctg4070;ctg4070;32719;1;32719;1;32719;;;ctg4070;1;32719;+;ctg4070;1;32719;+;;;;;
ctg4071;ctg4071;14453;1;14453;1;14453;;;ctg4071;1;14453;+;ctg4071;1;14453;+;;;;;
ctg4072;ctg4072;35164;1;35164;1;35164;;;ctg4072;1;35164;+;ctg4072;1;35164;+;;;;;
ctg4074;ctg4074;19609;1;19609;1;19609;;;ctg4074;1;19609;+;ctg4074;1;19609;+;;;;;
ctg4075;ctg4075;15067;1;15067;1;15067;;;ctg4075;1;15067;+;ctg4075;1;15067;+;;;;;
ctg4076;ctg4076;12555;1;12555;1;12555;;;ctg4076;1;12555;+;ctg4076;1;12555;+;;;;;
ctg4078;ctg4078;20740;1;20740;1;20740;;;ctg4078;1;20740;+;ctg4078;1;20740;+;;;;;
ctg408;ctg408;16548;1;16548;1;16548;;;ctg408;1;16548;+;Chr5_Gy14;18964909;18981456;-;;;;;
ctg4080;ctg4080;10675;1;10675;1;10675;;;ctg4080;1;10675;+;ctg4080;1;10675;+;;;;;
ctg4081;ctg4081;18746;1;18746;1;18746;;;ctg4081;1;18746;+;ctg4081;1;18746;+;;;;;
ctg4082;ctg4082;11925;1;11925;1;11925;;;ctg4082;1;11925;+;ctg4082;1;11925;+;;;;;
ctg4083;ctg4083;33234;1;33234;1;33234;;;ctg4083;1;33234;+;Chr6_Gy14;16862002;16895235;-;;;;;
ctg4084;ctg4084;33508;1;33508;1;33508;;;ctg4084;1;33508;+;ctg4084;1;33508;+;;;;;
ctg4085;ctg4085;22674;1;22674;1;22674;;;ctg4085;1;22674;+;ctg4085;1;22674;+;;;;;
ctg4086;ctg4086;14205;1;14205;1;14205;;;ctg4086;1;14205;+;ctg4086;1;14205;+;;;;;
ctg4087;ctg4087;55832;1;55832;1;55832;;;ctg4087;1;55832;+;Chr4_Gy14;17627691;17683522;+;;;;;
ctg4088;ctg4088;28455;1;28455;1;28455;;;ctg4088;1;28455;+;ctg4088;1;28455;+;;;;;
ctg4089;ctg4089;27076;1;27076;1;27076;;;ctg4089;1;27076;+;ctg4089;1;27076;+;;;;;
ctg409;ctg409;13182;1;13182;1;13182;;;ctg409;1;13182;+;ctg409;1;13182;+;;;;;
ctg4093;ctg4093;49906;1;49906;1;49906;;;ctg4093;1;49906;+;Chr2_Gy14;17212196;17262101;+;;;;;
ctg4094;ctg4094;28856;1;28856;1;28856;;;ctg4094;1;28856;+;ctg4094;1;28856;+;;;;;
ctg4095;ctg4095;16021;1;16021;1;16021;;;ctg4095;1;16021;+;ctg4095;1;16021;+;;;;;
ctg4096;ctg4096;48127;1;48127;1;48127;;;ctg4096;1;48127;+;Chr1_Gy14;14196249;14244375;-;;;;;
ctg4097;ctg4097;93438;1;93438;1;93438;;;ctg4097;1;93438;+;ctg4097;1;93438;+;;;;;
ctg4098;ctg4098;37884;1;37884;1;37884;;;ctg4098;1;37884;+;ctg4098;1;37884;+;;;;;
ctg4099;ctg4099;19428;1;19428;1;19428;;;ctg4099;1;19428;+;ctg4099;1;19428;+;;;;;
ctg41;ctg41;14555;1;14555;1;14555;;;ctg41;1;14555;+;Chr5_Gy14;15600043;15614597;+;;;;;
ctg410;ctg410;9060;1;9060;1;9060;;;ctg410;1;9060;+;Chr2_Gy14;20991772;21000831;-;;;;;
ctg4100;ctg4100;17194;1;17194;1;17194;;;ctg4100;1;17194;+;ctg4100;1;17194;+;;;;;
ctg4101;ctg4101;20136;1;20136;1;20136;;;ctg4101;1;20136;+;ctg4101;1;20136;+;;;;;
ctg4102;ctg4102;7122;1;7122;1;7122;;;ctg4102;1;7122;+;ctg4102;1;7122;+;;;;;
ctg4103;ctg4103;17872;1;17872;1;17872;;;ctg4103;1;17872;+;ctg4103;1;17872;+;;;;;
ctg4104;ctg4104;10563;1;10563;1;10563;;;ctg4104;1;10563;+;ctg4104;1;10563;+;;;;;
ctg4105;ctg4105;9774;1;9774;1;9774;;;ctg4105;1;9774;+;ctg4105;1;9774;+;;;;;
ctg4106;ctg4106;10357;1;10357;1;10357;;;ctg4106;1;10357;+;Chr2_Gy14;15997874;16008230;+;;;;;
ctg4107;ctg4107;16461;1;16461;1;16461;;;ctg4107;1;16461;+;ctg4107;1;16461;+;;;;;
ctg4108;ctg4108;36897;1;36897;1;36897;;;ctg4108;1;36897;+;ctg4108;1;36897;+;;;;;
ctg4109;ctg4109;35819;1;35819;1;35819;;;ctg4109;1;35819;+;Chr6_Gy14;17300738;17336556;-;;;;;
ctg411;ctg411;27284;1;27284;1;27284;;;ctg411;1;27284;+;Chr4_Gy14;14906738;14934021;-;;;;;
ctg4110;ctg4110;18677;1;18677;1;18677;;;ctg4110;1;18677;+;ctg4110;1;18677;+;;;;;
ctg4111;ctg4111;19692;1;19692;1;19692;;;ctg4111;1;19692;+;ctg4111;1;19692;+;;;;;
ctg4112;ctg4112;18100;1;18100;1;18100;;;ctg4112;1;18100;+;ctg4112;1;18100;+;;;;;
ctg4113;ctg4113;11203;1;11203;1;11203;;;ctg4113;1;11203;+;Chr7_Gy14;7535743;7546945;+;;;;;
ctg4114;ctg4114;10013;1;10013;1;10013;;;ctg4114;1;10013;+;ctg4114;1;10013;+;;;;;
ctg4115;ctg4115;29468;1;29468;1;29468;;;ctg4115;1;29468;+;ctg4115;1;29468;+;;;;;
ctg4116;ctg4116;29133;1;29133;1;29133;;;ctg4116;1;29133;+;Chr4_Gy14;13138344;13167476;-;;;;;
ctg4117;ctg4117;8670;1;8670;1;8670;;;ctg4117;1;8670;+;ctg4117;1;8670;+;;;;;
ctg4118;ctg4118;10878;1;10878;1;10878;;;ctg4118;1;10878;+;ctg4118;1;10878;+;;;;;
ctg4119;ctg4119;11770;1;11770;1;11770;;;ctg4119;1;11770;+;ctg4119;1;11770;+;;;;;
ctg412;ctg412;9722;1;9722;1;9722;;;ctg412;1;9722;+;ctg412;1;9722;+;;;;;
ctg4120;ctg4120;13509;1;13509;1;13509;;;ctg4120;1;13509;+;ctg4120;1;13509;+;;;;;
ctg4121;ctg4121;19154;1;19154;1;19154;;;ctg4121;1;19154;+;ctg4121;1;19154;+;;;;;
ctg4122;ctg4122;24173;1;24173;1;24173;;;ctg4122;1;24173;+;ctg4122;1;24173;+;;;;;
ctg4123;ctg4123;18164;1;18164;1;18164;;;ctg4123;1;18164;+;ctg4123;1;18164;+;;;;;
ctg4124;ctg4124;10947;1;10947;1;10947;;;ctg4124;1;10947;+;ctg4124;1;10947;+;;;;;
ctg4125;ctg4125;38972;1;38972;1;38972;;;ctg4125;1;38972;+;Chr5_Gy14;15101872;15140843;-;;;;;
ctg4126;ctg4126;26050;1;26050;1;26050;;;ctg4126;1;26050;+;ctg4126;1;26050;+;;;;;
ctg4127;ctg4127;11459;1;11459;1;11459;;;ctg4127;1;11459;+;ctg4127;1;11459;+;;;;;
ctg4128;ctg4128;17697;1;17697;1;17697;;;ctg4128;1;17697;+;ctg4128;1;17697;+;;;;;
ctg4129;ctg4129;10937;1;10937;1;10937;;;ctg4129;1;10937;+;ctg4129;1;10937;+;;;;;
ctg413;ctg413;22754;1;22754;1;22754;;;ctg413;1;22754;+;ctg413;1;22754;+;;;;;
ctg4130;ctg4130;28325;1;28325;1;28325;;;ctg4130;1;28325;+;ctg4130;1;28325;+;;;;;
ctg4131;ctg4131;34511;1;34511;1;34511;;;ctg4131;1;34511;+;Chr4_Gy14;13246137;13280647;+;;;;;
ctg4132;ctg4132;18982;1;18982;1;18982;;;ctg4132;1;18982;+;ctg4132;1;18982;+;;;;;
ctg4133;ctg4133;12856;1;12856;1;12856;;;ctg4133;1;12856;+;ctg4133;1;12856;+;;;;;
ctg4134;ctg4134;13478;1;13478;1;13478;;;ctg4134;1;13478;+;ctg4134;1;13478;+;;;;;
ctg4135;ctg4135;19640;1;19640;1;19640;;;ctg4135;1;19640;+;ctg4135;1;19640;+;;;;;
ctg4136;ctg4136;27083;1;27083;1;27083;;;ctg4136;1;27083;+;ctg4136;1;27083;+;;;;;
ctg4137;ctg4137;13532;1;13532;1;13532;;;ctg4137;1;13532;+;ctg4137;1;13532;+;;;;;
ctg4138;ctg4138;21274;1;21274;1;21274;;;ctg4138;1;21274;+;ctg4138;1;21274;+;;;;;
ctg4139;ctg4139;20522;1;20522;1;20522;;;ctg4139;1;20522;+;ctg4139;1;20522;+;;;;;
ctg414;ctg414;22708;1;22708;1;22708;;;ctg414;1;22708;+;Chr4_Gy14;16285362;16308069;-;;;;;
ctg4141;ctg4141;30026;1;30026;1;30026;;;ctg4141;1;30026;+;ctg4141;1;30026;+;;;;;
ctg4142;ctg4142;12425;1;12425;1;12425;;;ctg4142;1;12425;+;ctg4142;1;12425;+;;Chr0;;;
ctg4143;ctg4143;36855;1;36855;1;36855;;;ctg4143;1;36855;+;Chr4_Gy14;16992382;17029236;+;;;;;
ctg4144;ctg4144;39937;1;39937;1;39937;;;ctg4144;1;39937;+;Chr1_Gy14;13895226;13935162;-;;;;;
ctg4145;ctg4145;35095;1;35095;1;35095;;;ctg4145;1;35095;+;ctg4145;1;35095;+;;;;;
ctg4146;ctg4146;19085;1;19085;1;19085;;;ctg4146;1;19085;+;ctg4146;1;19085;+;;;;;
ctg4147;ctg4147;65318;1;65318;1;65318;;;ctg4147;1;65318;+;Chr4_Gy14;12669223;12734540;+;;;;;
